"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[[[Premise]]]]: A man sits on his throne behind the drums.<SPLIT>[[[[Hypothesis]]]]: The [[Queen]] of England sits behind some drums.","[[[[Premise]]]]: A man sits on his throne behind the drums.<SPLIT>[[[[Hypothesis]]]]: The [[Reine]] of England sits behind some drums.",0.008820116519927979,0.8176172971725464,0.0,2.0,0.0,28.0,"Successful"
"[[[[Premise]]]]: A man sits on his throne behind the drums.<SPLIT>[[[[Hypothesis]]]]: A man is behind some [[drums]].","[[[[Premise]]]]: A man sits on his throne behind the drums.<SPLIT>[[[[Hypothesis]]]]: A man is behind some [[bongos]].",0.14671379327774048,0.9737600088119507,1.0,2.0,1.0,31.0,"Successful"
"[[[[Premise]]]]: A toddler is intrigued by a toy lego set in a bookstore.<SPLIT>[[[[Hypothesis]]]]: A boy is choosing a birthday gift for himself at the [[store]].","[[[[Premise]]]]: A toddler is intrigued by a toy lego set in a bookstore.<SPLIT>[[[[Hypothesis]]]]: A boy is choosing a birthday gift for himself at the [[boutique]].",0.009607315063476562,0.6421424150466919,2.0,0.0,2.0,63.0,"Successful"
"[[[[Premise]]]]: A toddler is intrigued by a toy lego set in a bookstore.<SPLIT>[[[[Hypothesis]]]]: [[A]] child is [[chasing]] a [[rabbit]] in the [[yard]].","[[[[Premise]]]]: A toddler is intrigued by a toy lego set in a bookstore.<SPLIT>[[[[Hypothesis]]]]: [[another]] child is [[chase]] a [[minks]] in the [[sorting]].",4.6253204345703125e-05,0.519714891910553,0.0,2.0,0.0,67.0,"Successful"
"[[[[Premise]]]]: A toddler is intrigued by a toy lego set in a bookstore.<SPLIT>[[[[Hypothesis]]]]: A kid is [[interested]] in a toy.","[[[[Premise]]]]: A toddler is intrigued by a toy lego set in a bookstore.<SPLIT>[[[[Hypothesis]]]]: A kid is [[anxious]] in a toy.",0.013521015644073486,0.5907142162322998,1.0,2.0,1.0,29.0,"Successful"
"[[[[Premise]]]]: A red hot air balloon lands in a field among a crowd.<SPLIT>[[[[Hypothesis]]]]: A hot air balloon is crashing down to [[earth]].","[[[[Premise]]]]: A red hot air balloon lands in a field among a crowd.<SPLIT>[[[[Hypothesis]]]]: A hot air balloon is crashing down to [[land]].",0.0019588470458984375,0.778820276260376,0.0,2.0,0.0,49.0,"Successful"
"[[[[Premise]]]]: A red hot air balloon lands in a field among a crowd.<SPLIT>[[[[Hypothesis]]]]: A hot air [[balloon]] is rising in to the sky.","[[[[Premise]]]]: A red hot air balloon lands in a field among a crowd.<SPLIT>[[[[Hypothesis]]]]: A hot air [[ballon]] is rising in to the sky.",0.4685598611831665,0.7882717847824097,0.0,1.0,0.0,29.0,"Successful"
"[[[[Premise]]]]: A red hot air balloon lands in a field among a crowd.<SPLIT>[[[[Hypothesis]]]]: A hot air balloon is making a [[landing]].","[[[[Premise]]]]: A red hot air balloon lands in a field among a crowd.<SPLIT>[[[[Hypothesis]]]]: A hot air balloon is making a [[disembarking]].",0.016140639781951904,0.6990602016448975,1.0,2.0,1.0,49.0,"Successful"
"[[[[Premise]]]]: A mother holds her newborn baby.<SPLIT>[[[[Hypothesis]]]]: An [[Asian]] [[mother]] holding her baby girl.","[[[[Premise]]]]: A mother holds her newborn baby.<SPLIT>[[[[Hypothesis]]]]: An [[Asiatic]] [[mummy]] holding her baby girl.",0.0009607076644897461,0.6631282567977905,2.0,0.0,2.0,41.0,"Successful"
"[[[[Premise]]]]: A mother holds her newborn baby.<SPLIT>[[[[Hypothesis]]]]: A [[father]] [[holding]] a [[ball]].","[[[[Premise]]]]: A mother holds her newborn baby.<SPLIT>[[[[Hypothesis]]]]: A [[pater]] [[holds]] a [[bal]].",0.00018101930618286133,0.6728044748306274,0.0,1.0,0.0,109.0,"Successful"
"[[[[Premise]]]]: A mother holds her newborn baby.<SPLIT>[[[[Hypothesis]]]]: A person holding a [[child]].","[[[[Premise]]]]: A mother holds her newborn baby.<SPLIT>[[[[Hypothesis]]]]: A person holding a [[miners]].",0.008189618587493896,0.9998409748077393,1.0,0.0,1.0,58.0,"Successful"
"[[[[Premise]]]]: A young boy wearing a red shirt runs along a gravel road.<SPLIT>[[[[Hypothesis]]]]: A child is [[chasing]] a car.","[[[[Premise]]]]: A young boy wearing a red shirt runs along a gravel road.<SPLIT>[[[[Hypothesis]]]]: A child is [[looking]] a car.",0.00179290771484375,0.6229994297027588,2.0,0.0,2.0,36.0,"Successful"
"[[[[Premise]]]]: A young boy wearing a red shirt runs along a gravel road.<SPLIT>[[[[Hypothesis]]]]: [[A]] [[boy]] is outdoors.","[[[[Premise]]]]: A young boy wearing a red shirt runs along a gravel road.<SPLIT>[[[[Hypothesis]]]]: [[para]] [[fellers]] is outdoors.",0.011300742626190186,0.6122233867645264,1.0,2.0,1.0,68.0,"Successful"
"[[[[Premise]]]]: A young boy wearing a red shirt runs along a gravel road.<SPLIT>[[[[Hypothesis]]]]: A boy [[sits]] in the road.","[[[[Premise]]]]: A young boy wearing a red shirt runs along a gravel road.<SPLIT>[[[[Hypothesis]]]]: A boy [[assis]] in the road.",0.0007457137107849121,0.9832207560539246,0.0,1.0,0.0,33.0,"Successful"
"[[[[Premise]]]]: A woman in a burgundy coat exits Trader Joe's with a cart full of groceries.<SPLIT>[[[[Hypothesis]]]]: a [[man]] walking backwards","[[[[Premise]]]]: A woman in a burgundy coat exits Trader Joe's with a cart full of groceries.<SPLIT>[[[[Hypothesis]]]]: a [[folks]] walking backwards",0.0035686492919921875,0.8177893161773682,0.0,1.0,0.0,67.0,"Successful"
"[[[[Premise]]]]: A woman in a burgundy coat exits Trader Joe's with a cart full of groceries.<SPLIT>[[[[Hypothesis]]]]: a wife taking [[groceries]] home to her family","[[[[Premise]]]]: A woman in a burgundy coat exits Trader Joe's with a cart full of groceries.<SPLIT>[[[[Hypothesis]]]]: a wife taking [[race]] home to her family",0.001784682273864746,0.8501027822494507,2.0,0.0,2.0,31.0,"Successful"
"[[[[Premise]]]]: A woman in a burgundy coat exits Trader Joe's with a cart full of groceries.<SPLIT>[[[[Hypothesis]]]]: a [[woman]] outside","[[[[Premise]]]]: A woman in a burgundy coat exits Trader Joe's with a cart full of groceries.<SPLIT>[[[[Hypothesis]]]]: a [[mujer]] outside",0.1007758378982544,0.6336971521377563,1.0,0.0,1.0,58.0,"Successful"
"[[[[Premise]]]]: A woman is walking with a full shopping cart away from a Trader Joe's.<SPLIT>[[[[Hypothesis]]]]: A woman is [[leaving]] Trader Joe's with a full shopping cart of things she just [[stole]].","[[[[Premise]]]]: A woman is walking with a full shopping cart away from a Trader Joe's.<SPLIT>[[[[Hypothesis]]]]: A woman is [[renounced]] Trader Joe's with a full shopping cart of things she just [[stealing]].",0.002920866012573242,0.5426467657089233,2.0,0.0,2.0,98.0,"Successful"
"[[[[Premise]]]]: A woman is walking with a full shopping cart away from a Trader Joe's.<SPLIT>[[[[Hypothesis]]]]: A [[man]] is in a driveway [[washing]] his [[car]].","[[[[Premise]]]]: A woman is walking with a full shopping cart away from a Trader Joe's.<SPLIT>[[[[Hypothesis]]]]: A [[humans]] is in a driveway [[sanitation]] his [[automobile]].",0.00011169910430908203,0.8152860403060913,0.0,1.0,0.0,153.0,"Successful"
"[[[[Premise]]]]: A woman is walking with a full shopping cart away from a Trader Joe's.<SPLIT>[[[[Hypothesis]]]]: A woman is [[walking]] away from Trader Joe's with a full shopping cart.","[[[[Premise]]]]: A woman is walking with a full shopping cart away from a Trader Joe's.<SPLIT>[[[[Hypothesis]]]]: A woman is [[tramping]] away from Trader Joe's with a full shopping cart.",0.04984390735626221,0.9485861659049988,1.0,0.0,1.0,46.0,"Successful"
"[[[[Premise]]]]: A rescue worker searches with a flashlight under a slab in a ruined building.<SPLIT>[[[[Hypothesis]]]]: A worker [[searches]] a ruined building.","[[[[Premise]]]]: A rescue worker searches with a flashlight under a slab in a ruined building.<SPLIT>[[[[Hypothesis]]]]: A worker [[research]] a ruined building.",0.009133577346801758,0.808448076248169,1.0,2.0,1.0,70.0,"Successful"
"[[[[Premise]]]]: A rescue worker searches with a flashlight under a slab in a ruined building.<SPLIT>[[[[Hypothesis]]]]: A survivor searches for a meal.","[[[[Premise]]]]: A rescue worker searches with a flashlight under a slab in a ruined building.<SPLIT>[[[[Hypothesis]]]]: A survivor searches for a meal.",0.9821112751960754,0.9821112751960754,2.0,2.0,0.0,1.0,"Skipped"
"[[[[Premise]]]]: A rescue worker searches with a flashlight under a slab in a ruined building.<SPLIT>[[[[Hypothesis]]]]: A [[rescue]] worker searches for [[survivors]].","[[[[Premise]]]]: A rescue worker searches with a flashlight under a slab in a ruined building.<SPLIT>[[[[Hypothesis]]]]: A [[save]] worker searches for [[outlast]].",0.0015867948532104492,0.5224753618240356,2.0,1.0,2.0,59.0,"Successful"
"[[[[Premise]]]]: A fireman searching for something using a flashlight.<SPLIT>[[[[Hypothesis]]]]: A man is [[searching]] for [[survivors]].","[[[[Premise]]]]: A fireman searching for something using a flashlight.<SPLIT>[[[[Hypothesis]]]]: A man is [[studying]] for [[naji]].",0.00296628475189209,0.9998452067375183,2.0,0.0,2.0,58.0,"Successful"
"[[[[Premise]]]]: A fireman searching for something using a flashlight.<SPLIT>[[[[Hypothesis]]]]: An area is [[lit]] up by flashlight.","[[[[Premise]]]]: A fireman searching for something using a flashlight.<SPLIT>[[[[Hypothesis]]]]: An area is [[lighting]] up by flashlight.",0.1455966830253601,0.6060125231742859,1.0,2.0,1.0,54.0,"Successful"
"[[[[Premise]]]]: A fireman searching for something using a flashlight.<SPLIT>[[[[Hypothesis]]]]: A fireman is in the dark.","[[[[Premise]]]]: A fireman searching for something using a flashlight.<SPLIT>[[[[Hypothesis]]]]: A fireman is in the dark.",0.9284259676933289,0.9284259676933289,2.0,2.0,1.0,1.0,"Skipped"
"[[[[Premise]]]]: A fireman with a neon helmet and a pickaxe inspects some debris with a flashlight.<SPLIT>[[[[Hypothesis]]]]: A fireman with an axe stands in a burning house.","[[[[Premise]]]]: A fireman with a neon helmet and a pickaxe inspects some debris with a flashlight.<SPLIT>[[[[Hypothesis]]]]: A fireman with an axe stands in a burning house.",0.9999305605888367,0.9999305605888367,0.0,0.0,2.0,1.0,"Skipped"
"[[[[Premise]]]]: A fireman with a neon helmet and a pickaxe inspects some debris with a flashlight.<SPLIT>[[[[Hypothesis]]]]: A fireman with an axe looks at some debris.","[[[[Premise]]]]: A fireman with a neon helmet and a pickaxe inspects some debris with a flashlight.<SPLIT>[[[[Hypothesis]]]]: A fireman with an axe looks at some debris.",0.9995768070220947,0.9995768070220947,0.0,0.0,1.0,1.0,"Skipped"
"[[[[Premise]]]]: A fireman with a neon helmet and a pickaxe inspects some debris with a flashlight.<SPLIT>[[[[Hypothesis]]]]: A fireman [[sits]] at his station.","[[[[Premise]]]]: A fireman with a neon helmet and a pickaxe inspects some debris with a flashlight.<SPLIT>[[[[Hypothesis]]]]: A fireman [[headquarter]] at his station.",0.0002467036247253418,0.9009345173835754,0.0,2.0,0.0,36.0,"Successful"
"[[[[Premise]]]]: A dark-haired man in a black uniform is speaking to a man wearing a black jacket and black helmet on a motorbike.<SPLIT>[[[[Hypothesis]]]]: A man in a uniform is [[talking]] to another man.","[[[[Premise]]]]: A dark-haired man in a black uniform is speaking to a man wearing a black jacket and black helmet on a motorbike.<SPLIT>[[[[Hypothesis]]]]: A man in a uniform is [[chitchat]] to another man.",0.016670405864715576,0.9925686120986938,1.0,2.0,1.0,76.0,"Successful"
"[[[[Premise]]]]: A dark-haired man in a black uniform is speaking to a man wearing a black jacket and black helmet on a motorbike.<SPLIT>[[[[Hypothesis]]]]: A man in a [[police]] uniform is talking to another man.","[[[[Premise]]]]: A dark-haired man in a black uniform is speaking to a man wearing a black jacket and black helmet on a motorbike.<SPLIT>[[[[Hypothesis]]]]: A man in a [[plainclothes]] uniform is talking to another man.",0.02143847942352295,0.9205471873283386,2.0,0.0,2.0,54.0,"Successful"
"[[[[Premise]]]]: A dark-haired man in a black uniform is speaking to a man wearing a black jacket and black helmet on a motorbike.<SPLIT>[[[[Hypothesis]]]]: [[A]] man in a [[swimsuit]] is [[talking]] to another [[man]].","[[[[Premise]]]]: A dark-haired man in a black uniform is speaking to a man wearing a black jacket and black helmet on a motorbike.<SPLIT>[[[[Hypothesis]]]]: [[another]] man in a [[swimwear]] is [[mention]] to another [[hombre]].",0.0020290017127990723,0.6886395812034607,0.0,2.0,0.0,129.0,"Successful"
"[[[[Premise]]]]: There is a man poking a long stick up towards the ceiling.<SPLIT>[[[[Hypothesis]]]]: The man has no arms.","[[[[Premise]]]]: There is a man poking a long stick up towards the ceiling.<SPLIT>[[[[Hypothesis]]]]: The man has no arms.",0.9998322129249573,0.9998322129249573,0.0,0.0,2.0,1.0,"Skipped"
"[[[[Premise]]]]: There is a man poking a long stick up towards the ceiling.<SPLIT>[[[[Hypothesis]]]]: The man is [[holding]] a stick.","[[[[Premise]]]]: There is a man poking a long stick up towards the ceiling.<SPLIT>[[[[Hypothesis]]]]: The man is [[commemoration]] a stick.",0.011198878288269043,0.9242381453514099,1.0,2.0,1.0,48.0,"Successful"
"[[[[Premise]]]]: There is a man poking a long stick up towards the ceiling.<SPLIT>[[[[Hypothesis]]]]: The man is killing a spider.","[[[[Premise]]]]: There is a man poking a long stick up towards the ceiling.<SPLIT>[[[[Hypothesis]]]]: The man is killing a spider.",0.9255043268203735,0.9255043268203735,0.0,0.0,2.0,1.0,"Skipped"
"[[[[Premise]]]]: A man is sitting at a restaurant table outdoors.<SPLIT>[[[[Hypothesis]]]]: A man is [[outside]].","[[[[Premise]]]]: A man is sitting at a restaurant table outdoors.<SPLIT>[[[[Hypothesis]]]]: A man is [[outboard]].",0.027388811111450195,0.9946829080581665,1.0,0.0,1.0,23.0,"Successful"
"[[[[Premise]]]]: A man is sitting at a restaurant table outdoors.<SPLIT>[[[[Hypothesis]]]]: The man is being served food under an umbrella.","[[[[Premise]]]]: A man is sitting at a restaurant table outdoors.<SPLIT>[[[[Hypothesis]]]]: The man is being served food under an umbrella.",0.9918866753578186,0.9918866753578186,0.0,0.0,2.0,1.0,"Skipped"
"[[[[Premise]]]]: A man is sitting at a restaurant table outdoors.<SPLIT>[[[[Hypothesis]]]]: The man is [[inside]] the [[restaurant]] in a booth.","[[[[Premise]]]]: A man is sitting at a restaurant table outdoors.<SPLIT>[[[[Hypothesis]]]]: The man is [[domicile]] the [[dining]] in a booth.",0.001953125,0.7402133941650391,0.0,1.0,0.0,64.0,"Successful"
"[[[[Premise]]]]: Young children waving American flags for a soldier<SPLIT>[[[[Hypothesis]]]]: Children are [[burning]] flags in protest.","[[[[Premise]]]]: Young children waving American flags for a soldier<SPLIT>[[[[Hypothesis]]]]: Children are [[firefighters]] flags in protest.",0.0013848543167114258,0.9829567670822144,0.0,2.0,0.0,46.0,"Successful"
"[[[[Premise]]]]: Young children waving American flags for a soldier<SPLIT>[[[[Hypothesis]]]]: Children are welcoming [[home]] soldiers","[[[[Premise]]]]: Young children waving American flags for a soldier<SPLIT>[[[[Hypothesis]]]]: Children are welcoming [[domicile]] soldiers",0.010570347309112549,0.919111967086792,2.0,1.0,2.0,57.0,"Successful"
"[[[[Premise]]]]: Young children waving American flags for a soldier<SPLIT>[[[[Hypothesis]]]]: Children are [[waving]] flags.","[[[[Premise]]]]: Young children waving American flags for a soldier<SPLIT>[[[[Hypothesis]]]]: Children are [[shivering]] flags.",0.008975386619567871,0.9995841979980469,1.0,0.0,1.0,39.0,"Successful"
"[[[[Premise]]]]: A man in a helmet and protective gear driving a go kart, numbered 65, on a narrow paved road.<SPLIT>[[[[Hypothesis]]]]: [[A]] [[man]] [[driving]] a go kart, numbered 34, on a narrow dirt road.","[[[[Premise]]]]: A man in a helmet and protective gear driving a go kart, numbered 65, on a narrow paved road.<SPLIT>[[[[Hypothesis]]]]: [[another]] [[virile]] [[unit]] a go kart, numbered 34, on a narrow dirt road.",0.0024990439414978027,0.9054177403450012,0.0,2.0,0.0,107.0,"Successful"
"[[[[Premise]]]]: A man in a helmet and protective gear driving a go kart, numbered 65, on a narrow paved road.<SPLIT>[[[[Hypothesis]]]]: A man driving a go [[kart]], numbered 65, on a narrow paved road.","[[[[Premise]]]]: A man in a helmet and protective gear driving a go kart, numbered 65, on a narrow paved road.<SPLIT>[[[[Hypothesis]]]]: A man driving a go [[motocross]], numbered 65, on a narrow paved road.",0.022790610790252686,0.9701159000396729,1.0,0.0,1.0,34.0,"Successful"
"[[[[Premise]]]]: A man in a helmet and protective gear driving a go kart, numbered 65, on a narrow paved road.<SPLIT>[[[[Hypothesis]]]]: A man driving a go kart, numbered 65, on a narrow paved road in the [[snow]].","[[[[Premise]]]]: A man in a helmet and protective gear driving a go kart, numbered 65, on a narrow paved road.<SPLIT>[[[[Hypothesis]]]]: A man driving a go kart, numbered 65, on a narrow paved road in the [[xue]].",0.013116061687469482,0.5871468782424927,2.0,1.0,2.0,68.0,"Successful"
"[[[[Premise]]]]: A small child in a red jacket is sitting on a man's shoulders and holding his head.<SPLIT>[[[[Hypothesis]]]]: The child's [[hands]] are on the man's head.","[[[[Premise]]]]: A small child in a red jacket is sitting on a man's shoulders and holding his head.<SPLIT>[[[[Hypothesis]]]]: The child's [[manos]] are on the man's head.",0.018123507499694824,0.5724903345108032,1.0,2.0,1.0,31.0,"Successful"
"[[[[Premise]]]]: A small child in a red jacket is sitting on a man's shoulders and holding his head.<SPLIT>[[[[Hypothesis]]]]: A small child is [[standing]] by the man.","[[[[Premise]]]]: A small child in a red jacket is sitting on a man's shoulders and holding his head.<SPLIT>[[[[Hypothesis]]]]: A small child is [[being]] by the man.",0.023922085762023926,0.9988929033279419,0.0,1.0,0.0,33.0,"Successful"
"[[[[Premise]]]]: A small child in a red jacket is sitting on a man's shoulders and holding his head.<SPLIT>[[[[Hypothesis]]]]: Th small child is watching a [[performance]].","[[[[Premise]]]]: A small child in a red jacket is sitting on a man's shoulders and holding his head.<SPLIT>[[[[Hypothesis]]]]: Th small child is watching a [[results]].",0.17423129081726074,0.5829439163208008,2.0,0.0,2.0,54.0,"Successful"
"[[[[Premise]]]]: Four youth and an elder man and woman playing in water just up to the bottom of man's swim trunks.<SPLIT>[[[[Hypothesis]]]]: Grandparents watch their [[grandkids]] [[play]] in the water.","[[[[Premise]]]]: Four youth and an elder man and woman playing in water just up to the bottom of man's swim trunks.<SPLIT>[[[[Hypothesis]]]]: Grandparents watch their [[grandmothers]] [[stake]] in the water.",0.008337855339050293,0.8856623768806458,2.0,0.0,2.0,73.0,"Successful"
"[[[[Premise]]]]: Four youth and an elder man and woman playing in water just up to the bottom of man's swim trunks.<SPLIT>[[[[Hypothesis]]]]: A group of people are playing in the [[water]].","[[[[Premise]]]]: Four youth and an elder man and woman playing in water just up to the bottom of man's swim trunks.<SPLIT>[[[[Hypothesis]]]]: A group of people are playing in the [[eau]].",0.027818620204925537,0.6198291778564453,1.0,2.0,1.0,38.0,"Successful"
"[[[[Premise]]]]: Four youth and an elder man and woman playing in water just up to the bottom of man's swim trunks.<SPLIT>[[[[Hypothesis]]]]: A group of kids slide down a water slide as their parents watch them.","[[[[Premise]]]]: Four youth and an elder man and woman playing in water just up to the bottom of man's swim trunks.<SPLIT>[[[[Hypothesis]]]]: A group of kids slide down a water slide as their parents watch them.",0.6749042272567749,0.6749042272567749,2.0,2.0,0.0,1.0,"Skipped"
"[[[[Premise]]]]: A young man standing on one foot in colorful bowling shoes after throwing the ball.<SPLIT>[[[[Hypothesis]]]]: A young [[man]] is standing on both [[feet]] barefooted.","[[[[Premise]]]]: A young man standing on one foot in colorful bowling shoes after throwing the ball.<SPLIT>[[[[Hypothesis]]]]: A young [[homme]] is standing on both [[ft]] barefooted.",0.028828978538513184,0.8289478421211243,0.0,1.0,0.0,101.0,"Successful"
"[[[[Premise]]]]: A young man standing on one foot in colorful bowling shoes after throwing the ball.<SPLIT>[[[[Hypothesis]]]]: A child is standing on one foot.","[[[[Premise]]]]: A young man standing on one foot in colorful bowling shoes after throwing the ball.<SPLIT>[[[[Hypothesis]]]]: A child is standing on one foot.",0.9416143298149109,0.9416143298149109,1.0,1.0,2.0,1.0,"Skipped"
"[[[[Premise]]]]: A young man standing on one foot in colorful bowling shoes after throwing the ball.<SPLIT>[[[[Hypothesis]]]]: A person in a black [[shirt]] is standing on one foot.","[[[[Premise]]]]: A young man standing on one foot in colorful bowling shoes after throwing the ball.<SPLIT>[[[[Hypothesis]]]]: A person in a black [[tees]] is standing on one foot.",0.08630579710006714,0.6521443128585815,2.0,0.0,2.0,46.0,"Successful"
"[[[[Premise]]]]: A zaftig woman in a tube top and jeans dancing outdoors, with a guitarist behind her.<SPLIT>[[[[Hypothesis]]]]: A woman is [[dancing]].","[[[[Premise]]]]: A zaftig woman in a tube top and jeans dancing outdoors, with a guitarist behind her.<SPLIT>[[[[Hypothesis]]]]: A woman is [[ballroom]].",0.00791776180267334,0.9943565130233765,1.0,0.0,1.0,31.0,"Successful"
"[[[[Premise]]]]: A zaftig woman in a tube top and jeans dancing outdoors, with a guitarist behind her.<SPLIT>[[[[Hypothesis]]]]: [[A]] woman is [[reading]] a [[book]] in her [[house]].","[[[[Premise]]]]: A zaftig woman in a tube top and jeans dancing outdoors, with a guitarist behind her.<SPLIT>[[[[Hypothesis]]]]: [[paras]] woman is [[read]] a [[buch]] in her [[overhere]].",4.6372413635253906e-05,0.9223159551620483,0.0,1.0,0.0,107.0,"Successful"
"[[[[Premise]]]]: A zaftig woman in a tube top and jeans dancing outdoors, with a guitarist behind her.<SPLIT>[[[[Hypothesis]]]]: A woman is [[dancing]] to a mans guitar playing.","[[[[Premise]]]]: A zaftig woman in a tube top and jeans dancing outdoors, with a guitarist behind her.<SPLIT>[[[[Hypothesis]]]]: A woman is [[dances]] to a mans guitar playing.",0.2241818904876709,0.5463045835494995,2.0,1.0,2.0,42.0,"Successful"
"[[[[Premise]]]]: Several cartoon characters are behind a young girl sitting in a highchair with a bucket and SpongeBob in front of her.<SPLIT>[[[[Hypothesis]]]]: One of the [[cartoon]] [[character]] is [[upset]].","[[[[Premise]]]]: Several cartoon characters are behind a young girl sitting in a highchair with a bucket and SpongeBob in front of her.<SPLIT>[[[[Hypothesis]]]]: One of the [[charade]] [[personality]] is [[antagonise]].",0.005946457386016846,0.5792173147201538,2.0,0.0,2.0,92.0,"Successful"
"[[[[Premise]]]]: Several cartoon characters are behind a young girl sitting in a highchair with a bucket and SpongeBob in front of her.<SPLIT>[[[[Hypothesis]]]]: [[All]] of the cartoon characters are [[sleeping]] while [[standing]] up.","[[[[Premise]]]]: Several cartoon characters are behind a young girl sitting in a highchair with a bucket and SpongeBob in front of her.<SPLIT>[[[[Hypothesis]]]]: [[Allen]] of the cartoon characters are [[slumber]] while [[being]] up.",0.0003860592842102051,0.6695781946182251,0.0,2.0,0.0,103.0,"Successful"
"[[[[Premise]]]]: Several cartoon characters are behind a young girl sitting in a highchair with a bucket and SpongeBob in front of her.<SPLIT>[[[[Hypothesis]]]]: There's a gathering of cartoon characters.","[[[[Premise]]]]: Several cartoon characters are behind a young girl sitting in a highchair with a bucket and SpongeBob in front of her.<SPLIT>[[[[Hypothesis]]]]: There's a gathering of cartoon characters.",0.965337336063385,0.965337336063385,1.0,1.0,2.0,1.0,"Skipped"
"[[[[Premise]]]]: People waiting to cross the street on the side of a sidewalk.<SPLIT>[[[[Hypothesis]]]]: [[People]] are [[feeding]] ducks.","[[[[Premise]]]]: People waiting to cross the street on the side of a sidewalk.<SPLIT>[[[[Hypothesis]]]]: [[Ones]] are [[nutrients]] ducks.",0.0031848549842834473,0.21941787004470825,0.0,0.0,0.0,84.0,"Failed"
"[[[[Premise]]]]: People waiting to cross the street on the side of a sidewalk.<SPLIT>[[[[Hypothesis]]]]: People are crossing the street during a [[parade]].","[[[[Premise]]]]: People waiting to cross the street on the side of a sidewalk.<SPLIT>[[[[Hypothesis]]]]: People are crossing the street during a [[motorcade]].",0.03007495403289795,0.5433312058448792,2.0,0.0,2.0,30.0,"Successful"
"[[[[Premise]]]]: People waiting to cross the street on the side of a sidewalk.<SPLIT>[[[[Hypothesis]]]]: People are waiting to cross the [[street]].","[[[[Premise]]]]: People waiting to cross the street on the side of a sidewalk.<SPLIT>[[[[Hypothesis]]]]: People are waiting to cross the [[strada]].",0.023442089557647705,0.980073094367981,1.0,2.0,1.0,34.0,"Successful"
"[[[[Premise]]]]: Little girl blows bubbles in a public square.<SPLIT>[[[[Hypothesis]]]]: A little girl is [[waiting]] for her [[parents]].","[[[[Premise]]]]: Little girl blows bubbles in a public square.<SPLIT>[[[[Hypothesis]]]]: A little girl is [[awaits]] for her [[descent]].",0.005391955375671387,0.6610667109489441,2.0,0.0,2.0,65.0,"Successful"
"[[[[Premise]]]]: Little girl blows bubbles in a public square.<SPLIT>[[[[Hypothesis]]]]: Little [[boy]] blows spit at people who walk by.","[[[[Premise]]]]: Little girl blows bubbles in a public square.<SPLIT>[[[[Hypothesis]]]]: Little [[kid]] blows spit at people who walk by.",0.00026530027389526367,0.5371924042701721,0.0,2.0,0.0,57.0,"Successful"
"[[[[Premise]]]]: Little girl blows bubbles in a public square.<SPLIT>[[[[Hypothesis]]]]: Little [[girls]] blows bubbles.","[[[[Premise]]]]: Little girl blows bubbles in a public square.<SPLIT>[[[[Hypothesis]]]]: Little [[nana]] blows bubbles.",0.01185905933380127,0.9640371203422546,1.0,2.0,1.0,24.0,"Successful"
"[[[[Premise]]]]: An older gentleman looks at the camera while he is building a deck.<SPLIT>[[[[Hypothesis]]]]: An older gentleman looks [[away]] from the camera while he is building a birdhouse.","[[[[Premise]]]]: An older gentleman looks at the camera while he is building a deck.<SPLIT>[[[[Hypothesis]]]]: An older gentleman looks [[apart]] from the camera while he is building a birdhouse.",0.0009278059005737305,0.556543231010437,0.0,2.0,0.0,32.0,"Successful"
"[[[[Premise]]]]: An older gentleman looks at the camera while he is building a deck.<SPLIT>[[[[Hypothesis]]]]: A [[human]] looks at the camera while building something.","[[[[Premise]]]]: An older gentleman looks at the camera while he is building a deck.<SPLIT>[[[[Hypothesis]]]]: A [[humanistic]] looks at the camera while building something.",0.0011678338050842285,0.9845702052116394,1.0,2.0,1.0,24.0,"Successful"
"[[[[Premise]]]]: An older gentleman looks at the camera while he is building a deck.<SPLIT>[[[[Hypothesis]]]]: An older gentleman in overalls looks at the camera while he is building a stained red deck in front of a house.","[[[[Premise]]]]: An older gentleman looks at the camera while he is building a deck.<SPLIT>[[[[Hypothesis]]]]: An older gentleman in overalls looks at the camera while he is building a stained red deck in front of a house.",0.9998252987861633,0.9998252987861633,2.0,2.0,1.0,1.0,"Skipped"
"[[[[Premise]]]]: The young man in the plaid shirt is sitting on a chair that is out in the yard.<SPLIT>[[[[Hypothesis]]]]: A boy is [[watching]] a [[cartoon]] from a recliner.","[[[[Premise]]]]: The young man in the plaid shirt is sitting on a chair that is out in the yard.<SPLIT>[[[[Hypothesis]]]]: A boy is [[noticing]] a [[animated]] from a recliner.",0.0017814040184020996,0.7291818857192993,0.0,2.0,0.0,57.0,"Successful"
"[[[[Premise]]]]: The young man in the plaid shirt is sitting on a chair that is out in the yard.<SPLIT>[[[[Hypothesis]]]]: Someone is sitting [[outside]] [[waiting]] for a [[friend]] to [[arrive]].","[[[[Premise]]]]: The young man in the plaid shirt is sitting on a chair that is out in the yard.<SPLIT>[[[[Hypothesis]]]]: Someone is sitting [[foreign]] [[expecting]] for a [[amigo]] to [[attain]].",0.00171661376953125,0.6820268630981445,2.0,0.0,2.0,139.0,"Successful"
